run_id,model_id,sample_id,audio_path,reference_text,hypothesis_text,duration_sec,latency_sec,rtf,peak_memory_mb,mean_confidence,wer,cer,token_precision,token_recall,token_f1,exact_match,reference_token_count,hypothesis_token_count
20260527_203830,whisper:tiny,person10__tri_kitajca,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person10\tri_kitajca.wav,"Жили-были три китайца: Як, Як-цедрак, Як-цедрак-цедрак-цедрони. Жили-были три китайки: Цыпа, Цыпа-дрыпа, Цыпа-дрыпа-дрымпампони. Все они переженились: Як на Цыпе, Як-цедрак на Цыпе-дрыпе, Як-цедрак-цедрак-цедрони на Цыпе-дрыпе-дрымпампони. И у них родились дети. У Яка с Цыпой — Шах, у Яка-цедрака с Цыпой-дрыпой — Шах-шарах, у Яка-цедрака-цедрака-цедрони с Цыпой-дрыпой-дрымпампони — Шах-шарах-шарах-широни.","Жели были три китайцы. Яг. Яг dibним. Яг, мечтать. Онcing. I think... Яг. Яг. Яг. Ну что жели были? Ваккани. Ты радак. Мой приступающий. Яг. Личем Ваккани. Наверное, насетить масло какsea вратить зараз. Самая кляповарная сайт, я textured, пикнуть, дочь. Ты радакать. Hub iron. Пол Twintern. Harder. Нет. Social. Шахшарах. У яка цедрака цедрака цедрони. Сцепый дрипы дрем помпони. Шахшарахшарахшарони.",41.3535,27.17909750000399,0.657238141874424,12.626574516296387,0.07925903648137168,0.9014084507042254,0.6424050632911392,0.13333333333333333,0.11267605633802817,0.12213740458015268,0.0,71,60
20260527_203830,whisper:tiny,person11__carl,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person11\carl.wav,"Карл у Клары украл кораллы, а Клара у Карла украла кларнет.","Каролу кладо-каралы, каралу каралу каралок кладняк.",4.5135,1.1834545000019716,0.26220327905217056,1.379908561706543,0.397004144304741,1.0,0.425531914893617,0.0,0.0,0.0,0.0,11,7
20260527_203830,whisper:tiny,person11__salo,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person11\salo.wav,"Съел Слава солено сало, да сала Славе мало.","Сел слава саленасала, десала славе мала.",3.7535,1.0227158999987296,0.2724699347272491,1.1468610763549805,0.48220211490036896,0.75,0.17647058823529413,0.3333333333333333,0.25,0.28571428571428575,0.0,8,6
20260527_203830,whisper:tiny,person11__sasha,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person11\sasha.wav,Шла Саша по шоссе и сосала сушку.,"Шла саша, пошла с сейс со салосушкой.",2.8335,0.9547549999988405,0.3369525322035788,0.8655118942260742,0.41951813286917344,0.7142857142857143,0.2692307692307692,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,7,7
20260527_203830,whisper:tiny,person11__tri_kitajca,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person11\tri_kitajca.wav,"Жили-были три китайца: Як, Як-цедрак, Як-цедрак-цедрак-цедрони. Жили-были три китайки: Цыпа, Цыпа-дрыпа, Цыпа-дрыпа-дрымпампони. Все они переженились: Як на Цыпе, Як-цедрак на Цыпе-дрыпе, Як-цедрак-цедрак-цедрони на Цыпе-дрыпе-дрымпампони. И у них родились дети. У Яка с Цыпой — Шах, у Яка-цедрака с Цыпой-дрыпой — Шах-шарах, у Яка-цедрака-цедрака-цедрони с Цыпой-дрыпой-дрымпампони — Шах-шарах-шарах-широни.","Жели были три кетается. Якцидак, if you can control from directional. Jadi какие-нибудь videos like 2C под cyber drip-то від created in cp i3D普 ambiente, какisoniami и продлик crois occurring на цепоке. Выг Nursить при д salonе или выгoursить в доне加速 в 현с поздоровах Stirring дракаться драком с дронней с цепой дриппой дриппом фоне шахшарахшарахшароня.",27.9535,33.39018380000198,1.194490271343552,8.537619590759277,0.09496728116297426,0.9295774647887324,0.7151898734177216,0.10526315789473684,0.08450704225352113,0.09375,0.0,71,57
20260527_203830,whisper:tiny,person12__carl,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person12\carl.wav,"Карл у Клары украл кораллы, а Клара у Карла украла кларнет.",Карлокрабралокрабре карлокрабрелокрабрелокрабрр Карлокрабрелокрабрабр карлокрабралокрад карлокрад,11.6135,28.975049400003627,2.494945485857289,3.548945426940918,0.22125488144781205,1.0,1.297872340425532,0.0,0.0,0.0,0.0,11,5
20260527_203830,whisper:tiny,person12__salo,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person12\salo.wav,"Съел Слава солено сало, да сала Славе мало.","Сел слава с раносел, десалась лавимала, десалась лавимала, десалась лавимала.",8.0535,1.4739467999970657,0.1830194077105688,2.4627866744995117,0.5615384511327077,1.125,1.088235294117647,0.1,0.125,0.11111111111111112,0.0,8,10
20260527_203830,whisper:tiny,person12__sasha,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person12\sasha.wav,Шла Саша по шоссе и сосала сушку.,"Не сýchлतый социальный triangles. Не филлладный с unprecedented сучников. Все расшинки ненemarkатки. А теперь еще соци pompоков был старитор-бар overclock. Дифайoring Model T1. Выге forums. Прям marked.atieхия. Водна zebra. С分 eye. Собильная выживать на индиях под planningа, taxpayers jesteśmy р produit.",6.9735,22.597567400000116,3.2404914892091656,2.129054069519043,0.008397404339916667,6.142857142857143,9.076923076923077,0.0,0.0,0.0,0.0,7,43
20260527_203830,whisper:tiny,person12__skorogovorun,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person12\skorogovorun.wav,"Скороговорун скороговорил скоровыговаривал, что всех скороговорок не перескороговоришь не перескоровыговариваешь, но, заскороговорившись, выскороговорил, что все скороговорки перескороговоришь, да не перескоровыговариваешь.","Скоро Говором, с Коваговорелом сказал, что все с Коворот не перескывали, но с Коваривающей, и с Коваривающей, что все с Коворки верескоговоришь, и до не перескывали!",10.2135,16.389264899997215,1.60466685269469,3.118577003479004,0.39328178013848963,1.05,0.47715736040609136,0.23076923076923078,0.3,0.2608695652173913,0.0,20,26
20260527_203830,whisper:tiny,person12__tri_kitajca,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person12\tri_kitajca.wav,"Жили-были три китайца: Як, Як-цедрак, Як-цедрак-цедрак-цедрони. Жили-были три китайки: Цыпа, Цыпа-дрыпа, Цыпа-дрыпа-дрымпампони. Все они переженились: Як на Цыпе, Як-цедрак на Цыпе-дрыпе, Як-цедрак-цедрак-цедрони на Цыпе-дрыпе-дрымпампони. И у них родились дети. У Яка с Цыпой — Шах, у Яка-цедрака с Цыпой-дрыпой — Шах-шарах, у Яка-цедрака-цедрака-цедрони с Цыпой-дрыпой-дрымпампони — Шах-шарах-шарах-широни.","Ж Largeили, были samples, должны быть их гитقدы, я к ЦК нравился粉к Miss downwards.� CM Panik群 с панокок был находимся в ханицем дельдеhand. Você п sozialа этих roof Boruna 0, а я хочу вам поддersonic! Если ханицем ецехANS트를 охраны по течнике, но bisog前ila полностью не купить панокelectric. Я ещё поэтому на который не был закрыт. Да, если хочешь, и всеוה на nuit dro injured, с framор mówi, что это высокое соlledование. Ну, такой трой, мне ouш. Ну, мы на панокок Frankfurt ws dage. Дай нам колgardи считать секундюcią дальной арованки зав eggров. Нам на панка неorta. Хорошо.",19.6935,35.03394429999753,1.7789597735292115,6.017848014831543,0.006817885919402234,1.323943661971831,1.1835443037974684,0.07216494845360824,0.09859154929577464,0.08333333333333333,0.0,71,97
20260527_203830,whisper:tiny,person13__carl,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person13\carl.wav,"Карл у Клары украл кораллы, а Клара у Карла украла кларнет.","Карл-клорукрау Корралэ, Карл-клорукрау Корралэ, Карл-клорэ, Карл-клорэ.",3.6635,19.276259199999913,5.261705800464013,1.1195096969604492,0.44047554554522017,0.9090909090909091,0.6170212765957447,0.1,0.09090909090909091,0.09523809523809525,0.0,11,10
20260527_203830,whisper:tiny,person13__salo,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person13\salo.wav,"Съел Слава солено сало, да сала Славе мало.","Если els travels from ussel, и the thousand riverslavaomales...",2.68,6.170835899996746,2.3025507089540094,0.818781852722168,0.02396331192805758,1.125,1.4705882352941178,0.0,0.0,0.0,0.0,8,9
20260527_203830,whisper:tiny,person13__sasha,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person13\sasha.wav,Шла Саша по шоссе и сосала сушку.,"Шла саша, пошла сейся села сушку.",2.42,0.9998906000037096,0.4131779338858304,0.739436149597168,0.4017191116082564,0.5714285714285714,0.19230769230769232,0.5,0.42857142857142855,0.4615384615384615,0.0,7,6
20260527_203830,whisper:tiny,person13__skorogovorun,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person13\skorogovorun.wav,"Скороговорун скороговорил скоровыговаривал, что всех скороговорок не перескороговоришь не перескоровыговариваешь, но, заскороговорившись, выскороговорил, что все скороговорки перескороговоришь, да не перескоровыговариваешь.",Скорый главный и indicativeあり в этом вопросеscreamsAsfor Glasses.,10.2135,20.727822300003027,2.0294533999121778,3.1212263107299805,0.009437078518614108,1.0,0.8984771573604061,0.0,0.0,0.0,0.0,20,8
20260527_203830,whisper:tiny,person13__tri_kitajca,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person13\tri_kitajca.wav,"Жили-были три китайца: Як, Як-цедрак, Як-цедрак-цедрак-цедрони. Жили-были три китайки: Цыпа, Цыпа-дрыпа, Цыпа-дрыпа-дрымпампони. Все они переженились: Як на Цыпе, Як-цедрак на Цыпе-дрыпе, Як-цедрак-цедрак-цедрони на Цыпе-дрыпе-дрымпампони. И у них родились дети. У Яка с Цыпой — Шах, у Яка-цедрака с Цыпой-дрыпой — Шах-шарах, у Яка-цедрака-цедрака-цедрони с Цыпой-дрыпой-дрымпампони — Шах-шарах-шарах-широни.","Жили были трекTalk Ma Veberoche HTTP delay reversible Shock sci-ifice gem environments остальное и уже нагсокаvolle Barbargie. Во ещё какие-то для предложения, как в mummy есть обниafft в hypothetical now. С demonstrated выводный Position. Вound выстренной tablets дотка полагетная платresentа. Отсяду люди это я вообще что над index Mac Shadow Hero spirituality про дает спник для действия, который аппетита jouл готовы вас не провода, как я это специалки fighting.",19.6935,32.55220730000292,1.652941696498993,6.015994071960449,0.00367856574408643,0.971830985915493,1.0537974683544304,0.056338028169014086,0.056338028169014086,0.056338028169014086,0.0,71,71
20260527_203830,whisper:tiny,person2__carl,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person2\carl.wav,"Карл у Клары украл кораллы, а Клара у Карла украла кларнет.","Королка укракаралла, Klора украк logicalap Bennett",3.2535,16.856333700001414,5.180984693407535,0.9984216690063477,0.03430242119206994,1.0,0.6382978723404256,0.0,0.0,0.0,0.0,11,6
20260527_203830,whisper:tiny,person2__person3,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person2\person3.wav,"Сборная запись: может содержать несколько скороговорок (например, «Карл у Клары…», «Шла Саша…», «Три китайца…»).","Что? Что? Но? Сейчас... Сейчас? Укра carrot. А Waro X. К%,刻 guessver. Взверliers по treaty А, какся Vad力? Здрасте, доктор С��PS и vir��utos. Учет каждую блюкель, а хоть попробуемohl. Всеoth談視, даже я Listening to myunkerh Кипот. А я, какся Vad力, Clif. И какся Vad力 и Gue proces ММВ. А я193 Взверн we are the kettarova, и whether a win or a win, и proper error.勝ы шksen. Все Sierra. Все эти все аноса иもう т upset.",83.4135,75.7671554999979,0.908332050567329,25.46705150604248,0.012230880182573319,5.642857142857143,3.2771084337349397,0.0,0.0,0.0,0.0,14,79
20260527_203830,whisper:tiny,person2__salo,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person2\salo.wav,"Съел Слава солено сало, да сала Славе мало.",Сел слава соленосала до сала славе мало.,2.9335,0.9734563000019989,0.3318412476570646,0.8978452682495117,0.510088716616235,0.5,0.08823529411764706,0.5714285714285714,0.5,0.5333333333333333,0.0,8,7
20260527_203830,whisper:tiny,person2__sasha,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person2\sasha.wav,Шла Саша по шоссе и сосала сушку.,Шла са же пешеса и засала сушку.,2.4735,0.9365575999981957,0.3786365878302792,0.7574644088745117,0.40264160730007775,0.5714285714285714,0.3076923076923077,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,7,7
20260527_203830,whisper:tiny,person2__skorogovorun,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person2\skorogovorun.wav,"Скороговорун скороговорил скоровыговаривал, что всех скороговорок не перескороговоришь не перескоровыговариваешь, но, заскороговорившись, выскороговорил, что все скороговорки перескороговоришь, да не перескоровыговариваешь.","orters consist PA PROView, Кургавор. Но аDoesкwww opt clinics с Марвитров Рожцевогоivesse в Харгопарон, Кургаварон hearing лебэйцев вообще, ну что, Severи,느цин Sozialых ракубанishi, и да怨 из которого показат favorites там?ǝан だпи,с angeи,сиди,со-лиг,с я thish у DO date 0 в дуэты. Здравствуйте,из hydинга Атф auditionов Мир�ye Karado Ов symmetry,",11.4535,14.946692899997288,1.3049891212290818,3.501528739929199,0.005803556482041362,2.8,1.1928934010152283,0.03508771929824561,0.1,0.051948051948051945,0.0,20,57
20260527_203830,whisper:tiny,person2__tri_kitajca,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person2\tri_kitajca.wav,"Жили-были три китайца: Як, Як-цедрак, Як-цедрак-цедрак-цедрони. Жили-были три китайки: Цыпа, Цыпа-дрыпа, Цыпа-дрыпа-дрымпампони. Все они переженились: Як на Цыпе, Як-цедрак на Цыпе-дрыпе, Як-цедрак-цедрак-цедрони на Цыпе-дрыпе-дрымпампони. И у них родились дети. У Яка с Цыпой — Шах, у Яка-цедрака с Цыпой-дрыпой — Шах-шарах, у Яка-цедрака-цедрака-цедрони с Цыпой-дрыпой-дрымпампони — Шах-шарах-шарах-широни.",Жили было трекитается як пти по机 снова трюм по позиции dzięki States и о yapой провоженные около 2 кино accumulated прийти к Eli notch попине просперш ersten к секу яка Цидрак оцидра Шарах шарах шару.,25.0535,31.39257870000438,1.2530216816015478,7.651736259460449,0.05696983755017698,0.9154929577464789,0.759493670886076,0.17142857142857143,0.08450704225352113,0.11320754716981132,0.0,71,35
20260527_203830,whisper:tiny,person3__carl,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person3\carl.wav,"Карл у Клары украл кораллы, а Клара у Карла украла кларнет.","Карл, кв kept wanted for télé На этой серии Что здесь на месте Scotch Отвести Д享аемся Вェárп assessments Dri Durch Diploma Сervedlace А 강аматина Пролом Piwork Вperch Аflore Вましょう Покome",3.37,18.89388030000555,5.6064926706247915,1.0310544967651367,0.003989400491740806,2.5454545454545454,2.9574468085106385,0.06666666666666667,0.18181818181818182,0.0975609756097561,0.0,11,30
20260527_203830,whisper:tiny,person3__salo,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person3\salo.wav,"Съел Слава солено сало, да сала Славе мало.",Сьёсого селёну сава до сава с воема.,2.89,1.0272129000004497,0.35543698961953274,0.882868766784668,0.42110519188828177,1.0,0.5,0.0,0.0,0.0,0.0,8,7
20260527_203830,whisper:tiny,person3__sasha,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person3\sasha.wav,Шла Саша по шоссе и сосала сушку.,"Wię polish совсем красиво,使用ねHere attainedisserво не шага. Срез enthusiasm буду закрык巵инки с д發現 Savation심urai, чтобы этого бывали ещё одной игрой в Создней и鬼 catching,",2.22,16.626885600002424,7.489588108109199,0.6801023483276367,0.0017766962572845588,3.5714285714285716,5.038461538461538,0.0,0.0,0.0,0.0,7,25
20260527_203830,whisper:tiny,person3__skorogovorun,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person3\skorogovorun.wav,"Скороговорун скороговорил скоровыговаривал, что всех скороговорок не перескороговоришь не перескоровыговариваешь, но, заскороговорившись, выскороговорил, что все скороговорки перескороговоришь, да не перескоровыговариваешь.","Скорговорун с в икоpekt, что хороший курс, не переск pergi и фasonic sharply в икоетиyesия. КВы говорите, что Б crosтва по Сраму Письнышок.",15.07,14.771344499997213,0.9801821167881362,4.6007795333862305,0.013328261248000123,1.05,0.7157360406091371,0.13043478260869565,0.15,0.13953488372093023,0.0,20,23
20260527_203830,whisper:tiny,person3__tri_kitajca,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person3\tri_kitajca.wav,"Жили-были три китайца: Як, Як-цедрак, Як-цедрак-цедрак-цедрони. Жили-были три китайки: Цыпа, Цыпа-дрыпа, Цыпа-дрыпа-дрымпампони. Все они переженились: Як на Цыпе, Як-цедрак на Цыпе-дрыпе, Як-цедрак-цедрак-цедрони на Цыпе-дрыпе-дрымпампони. И у них родились дети. У Яка с Цыпой — Шах, у Яка-цедрака с Цыпой-дрыпой — Шах-шарах, у Яка-цедрака-цедрака-цедрони с Цыпой-дрыпой-дрымпампони — Шах-шарах-шарах-широни.","Желик будет отректуcinструюystой. Пиагс Ada fastsodoxя Оerma mining 3. Если вы делаете детям, яка с ипешах, яка с ипетриопешах шарах, яка с ипетриопетриопетриопетриопетриопопоня, шарща шарах шарах шарах.",21.94,29.37226489999739,1.338754097538623,6.696467399597168,0.1619772078595213,0.8732394366197183,0.7626582278481012,0.3333333333333333,0.1267605633802817,0.1836734693877551,0.0,71,27
20260527_203830,whisper:tiny,person4__carl,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person4\carl.wav,"Карл у Клары украл кораллы, а Клара у Карла украла кларнет.","Корол укладр, крол корол и окладр укладр украла кларный.",4.3735,1.173337200001697,0.2682833428607973,1.335597038269043,0.44776899437418155,0.9090909090909091,0.3829787234042553,0.1111111111111111,0.09090909090909091,0.09999999999999999,0.0,11,9
20260527_203830,whisper:tiny,person4__salo,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person4\salo.wav,"Съел Слава солено сало, да сала Славе мало.",Approже недавно секрет. ...,1.9535,6.166506499997922,3.156645252110531,0.597071647644043,0.005671157102788443,1.0,0.8235294117647058,0.0,0.0,0.0,0.0,8,3
20260527_203830,whisper:tiny,person4__sasha,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person4\sasha.wav,Шла Саша по шоссе и сосала сушку.,Шла саша пуша сэй и со сушку.,2.4735,0.9284202999988338,0.37534679603753135,0.7557172775268555,0.47352390982132986,0.42857142857142855,0.3076923076923077,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,7,7
20260527_203830,whisper:tiny,person4__skorogovorun,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person4\skorogovorun.wav,"Скороговорун скороговорил скоровыговаривал, что всех скороговорок не перескороговоришь не перескоровыговариваешь, но, заскороговорившись, выскороговорил, что все скороговорки перескороговоришь, да не перескоровыговариваешь.",Скорого рового рвого рвого рвого Francone told G7 Разко нев inclusив Б,14.3735,19.456168299999263,1.3536138240511542,4.387942314147949,0.027590479510965497,1.0,0.817258883248731,0.0,0.0,0.0,0.0,20,12
20260527_203830,whisper:tiny,person4__tri_kitajca,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person4\tri_kitajca.wav,"Жили-были три китайца: Як, Як-цедрак, Як-цедрак-цедрак-цедрони. Жили-были три китайки: Цыпа, Цыпа-дрыпа, Цыпа-дрыпа-дрымпампони. Все они переженились: Як на Цыпе, Як-цедрак на Цыпе-дрыпе, Як-цедрак-цедрак-цедрони на Цыпе-дрыпе-дрымпампони. И у них родились дети. У Яка с Цыпой — Шах, у Яка-цедрака с Цыпой-дрыпой — Шах-шарах, у Яка-цедрака-цедрака-цедрони с Цыпой-дрыпой-дрымпампони — Шах-шарах-шарах-широни.","Жили были three WriteA Jack, jakie я к центрах, и акция должная skyd77 сильanzря YourYo dock e-yad data — иди by ŞaCron Layer Ракать des utveckling Перпишют раннействов.",23.4535,31.918328499996278,1.3609196282003233,7.158350944519043,0.008099385743001421,0.9577464788732394,0.8670886075949367,0.10714285714285714,0.04225352112676056,0.060606060606060594,0.0,71,28
20260527_203830,whisper:tiny,person5__carl,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person5\carl.wav,"Карл у Клары украл кораллы, а Клара у Карла украла кларнет.","Карел укладывал кралка ралы, а кралокарна украла калернет.",5.6735,0.4249931000013021,0.07490845157333254,1.7374296188354492,0.4008554799280244,0.8181818181818182,0.2978723404255319,0.25,0.18181818181818182,0.2105263157894737,0.0,11,8
20260527_203830,whisper:tiny,person5__salo,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person5\salo.wav,"Съел Слава солено сало, да сала Славе мало.","Съел слава сулену салу, до сала с лавималу.",3.5535,0.388575299999502,0.10935002110581174,1.085352897644043,0.49561240036980925,0.625,0.17647058823529413,0.375,0.375,0.375,0.0,8,8
20260527_203830,whisper:tiny,person5__sasha,C:\Users\mxmikk\Desktop\asr-ru-pl-speech-translation\data\raw\person5\sasha.wav,Шла Саша по шоссе и сосала сушку.,Шла саша пошлася и социала сушку.,3.6335,0.3041436999992584,0.08370543553027615,1.109766960144043,0.4733949740330446,0.42857142857142855,0.19230769230769232,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.0,7,6
